Id_Texto,id-msg,texto-proposto
1153,1134,"Cozinhe nas bocas de trás do fogão e com os cabos das panelas virados para dentro, para evitar acidentes."
1272,1417,Criança pequena também tem pesadelo. Tranquilizar o bebê que acorda assustado no meio da noite é fundamental.
1274,1420,"Criança precisa de rotina, mas o cuidado com horários não pode prender toda a família à agenda do bebê. Busque o equilíbrio."
1140,1086,"Crianças aprendem muito por imitação dos adultos. Por isso, escolha muito bem a pessoa que vai cuidar do seu bebê."
1134,1063,Crianças não têm noção do perigo. Seu bebê precisa de proteção o tempo todo. Fique sempre por perto.
1075,806,"Cuidado com a água que você bebe. Beba sempre água filtrada, fervida ou mineral."
1345,1589,"Cuidado com o diabetes gestacional.  Se você tem diabetes na família, pressão alta, obesidade ou usa corticóides faça exames regularmente."
1039,671,"Cuidar do bebê é muito mais do que trocar fraldas: para que ele se desenvolva bem, é preciso dar amor e um ambiente acolhedor e tranquilo."
1201,1275,"Cuide de seus dentes também durante a gravidez. Sem tratamento, alguns problemas odontológicos podem afetar seu bebê."
1238,1349,Cuide sempre do peso do seu bebê. Anote e acompanhe as pesagens do pediatra. Mantenha sempre a alimentação saudável.
987,456,"Dê ao bebê livrinhos pequenos, que ele possa segurar sozinho. Assim, ele se sentirá ainda mais motivado a ler."
1389,1674,Deixar o bebê chorando sozinho pode dar a ele uma sensação de abandono com efeitos devastadores no futuro. Pegue-o no colo e veja do que ele precisa
1097,905,"Deixe o bebê no chão, em local seguro, ofereça brinquedinhos para ele pegar... ajude o bebê a descobrir o próprio corpo e do que ele é capaz."
985,445,"Deixe seu bebê experimentar os primeiros passos, sem medo. Quando você se sente confiante, o bebê sente mais segurança também."
1306,1477,"Depois de nove meses de transformações, seu corpo precisa de um tempo para voltar ao normal. Tenha paciência."
1369,1636,"Depois do parto, você pode sentir cólicas. É sinal de que o útero está voltando ao volume normal. Esse incômodo não dura muito tempo. "
1253,1378,Dividir tarefas com o pai do bebê não significa que os dois precisem fazer as mesmas coisas. O importante é a parceria em todos os momentos.
1223,1318,Dor de garganta e de ouvido são frequentes nos primeiros anos. Procure deixar o bebê longe de pessoas infectadas e conserve os ambientes arejados.
1160,1159,"Dor para amamentar? Produtos como bicos de silicone, por exemplo, não são muito caros e podem ajudá-la. Amamentar é mais barato do que comprar leite."
1242,1357,Dormir bem à noite é gostoso e faz bem à saúde do seu filho. Evite estimulá-lo antes de deitar. A criança precisa de um tempinho para desacelerar o ritmo.
1338,1575,"Durante a gestação, alguns bebês são superagitados; outros, bem calminhos. Cada um tem seu ritmo, mas se ele parar de mexer procure o médico."
1224,1320,"Durante este primeiro ano, seu bebê mudou bastante. Confira se o desenvolvimento dele está compatível com a idade e quais são as próximas etapas."
1366,1631,É a sua vida e a do seu bebê que estão em jogo... Reflita e tome decisões conscientes sobre o parto. Procure evitar cesariana.
1333,1566,"É bom estar acompanhada, ser cuidada e confortada durante o parto. Você tem direito a ter um acompanhante, que não precisa ser o pai do bebê"
956,1535,"É fundamental que os pais leiam com a criança e não para a criança. Coloque o bebê no colo e, enquanto lê, vá mostrando as figuras do livro."
1042,690,"É hora de avaliar os gastos e planejar as finanças para receber o bebê, mantendo o equilíbrio financeiro. A família toda deve colaborar."
1270,1412,"É sempre bom oferecer novas comidas. Variedade é importante, mas alguns alimentos precisam estar sempre presentes."
1131,1052,"Em caso de mordida de animal doméstico, lave bem a área com água e sabão. E verifique se o animal foi devidamente vacinado contra raiva."
1144,1099,"Enquanto seu bebê tiver peso abaixo de 20 kg, deve viajar de avião no bebê-conforto ou cadeirinha."
1081,842,Escolha bem o lugar para colocar a banheira: não pode ser escorregadio e precisa aguentar o peso da água mais o peso da criança.
1238,1350,Esqueça a ideia de que bebê gordinho tem mais saúde. A obesidade é um risco muito sério e pode levar a muitas doenças no futuro.
1283,1436,"Esqueça o dorme-acorda noturno. Horários regulares, atividade diária e soneca na hora certa garantem uma noite mais tranquila."
1153,1129,"Evite deixar o bebê para a cozinha. Mantenha-o num cercadinho ou cadeirão, com segurança, enquanto você prepara as refeições."
1117,983,"Evite o uso contínuo ou frequente da chupeta. Se necessário, ofereça apenas na hora de dormir."
1129,1042,Evite o uso de produtos de limpeza com cheiro forte. Eles podem fazer mal para você e para seu bebê.
1155,1143,"Evite travesseiros, brinquedos e protetores de berço. Eles podem sufocar o bebê ou servir de apoio para ele pular a grade quando ficar de pé."
1153,1135,"Evite usar toalhas de mesa. Elas podem ser puxadas pelo bebê, fazendo com que vasilhas e comidas quentes caiam sobre ele, provoando queimaduras."
1261,1394,"Excesso de zelo também pode fazer mal. Garanta a segurança do bebê, mas não o prenda demais. Permita que ele se desenvolva, sob sua supervisão."
1218,1309,Febre é um sinal de que algo está errado com o bebê. É também fator de risco para desidratação. Procure cuidar e descobrir o que a causa.
1212,1296,"Fortalecer o períneo é importante para todas as grávidas, mesmo para aquelas que, por conta de emergência, necessitarem passar por cesária."
1268,1409,Gargantas e narizinhos em alerta! O inverno maltrata as vias respiratórias do bebê com ar frio e seco. Mantenha-o agasalhado e hidratado.
1185,1240,"Grávida que contrata plano de saúde não tem direito ao parto, mas consegue fazer vários exames após 180 dias de carência. Pode ser vantajoso. "
1153,1136,"Guarde facas e tesouras em gavetas com travas, fora do alcance do bebê, para evitar acidentes."
1156,1146,Guarde todos os medicamentos em armários trancados e longe do alcance de crianças.
1203,1279,Há algum exagero nos filmes que mostram correrias no dia do parto. O trabalho de parto pode começar 15 dias antes e levar até 8 horas na reta final.
1257,1386,Há muitas maneiras de lidar com ciúmes do irmão mais velho. Envolva-o desde cedo nas tarefas de cuidado do bebê. Ele se sentirá útil e valorizado.
1383,1665,"Hora de levar o bebê para casa! Procure manter a sua casa limpinha e segura, para que o bebê se desenvolva com toda a saúde."
1272,1416,"Imaginação fértil, monstros, vilões e problemas familiares estão por trás dos pesadelos infantis. Converse com o bebê para tranquilizá-lo."
1204,1281,"Inchaço repentino, principalmente no rosto e nas mãos, pode ser sinal de aumento da pressão arterial. Não perca tempo, procure o médico."
1178,1216,"Inclua no orçamento gastos com lazer, como idas a zoológico, teatro ou parques. Com um bom controle, a família pode se divertir sem passar aperto."
1257,1387,Irmão mais velho precisa ser envolvido na rotina do bebê.  Isso evita que o ciúmes se manifeste e prejudique a família.
969,1526,"Já parou pra pensar que, graças à herança genética, seu filho é único no mundo? Valorize isso!"
1386,1670,"Jamais pressione o bebê para dizer de quem ele gosta mais. O cultivo do afeto não é uma competição, é apenas fruto da convivência."
1250,1374,"Junto com o choro, o sorriso é uma das primeiras linguagens do bebê. Estimule-o, brincando de esconder o rosto, ele vai dar gostosas risadas."
1310,1484,"Legumes, verduras e frutas podem perder nutrientes quando preparados de maneira inadequada. Busque aprender como se faz do jeito certo."
1343,1586,"Leite materno é tudo de bom: na medida certa, sempre pronto, na temperatura ideal – e grátis! Alem disso, amamentar faz bem para você. "
987,455,Ler para o bebê é uma forma gostosa de dar carinho. Pegue-o no colo de um jeito aconchegante e leia com o livro voltado para ele.
1167,1180,"Leve para a maternidade camisolas, chinelo, cinta, absorventes, itens de higiene, calcinhas confortáveis e roupa larga para a saída."
1351,1602,"Limpeza doméstica não é problema na gestação. Evite apenas esforços abusivos e produtos de limpeza com cheiro muito forte, que podem lhe fazer mal. "
1336,1571,Manchas na pele podem aparecer ou se intensificar na gravidez. Proteção total contra o sol é o melhor jeito de prevenir ou amenizar o problema.
1408,1718,"Más-formações que afetem o cérebro podem comprometer até a capacidade de distinguir o certo do errado. Proteja o seu bebê, fazendo um bom pré-natal. "
1381,1661,"Massagem no bebê é muito bom e deve ser um momento de carinho não só da mamãe, mas também do papai. A massagem aumenta os vínculos e faz bem a todos."
1401,1700,"Medicamentos comuns no dia a dia, como gotinhas para desentupir o nariz, são perigosos sem orientação médica. Em bebês, podem até matar. "
1337,1574,"Medo de dor na hora de amamentar? O mais importante é saber a técnica certa, mas preparar os seios também ajuda a evitar as dolorosas rachaduras."
1287,1444,"Melhore a qualidade do sono noturno do bebê evitando brincadeiras muito agitadas à noite, mamadas fora de hora e sonecas longas durante o dia."
1344,1587,"Mesmo quando existe uma opção pelo parto normal, a cesárea pode se tornar inevitável. Informe-se bem em que situações isso acontece."
1190,1252,"Monte um guarda-roupa básico que sirva a várias ocasiões: calças de malha, saia longa, vestidos e blusas soltas. Complete com acessórios."
1378,1655,"Muitas dicas e palpites são baseados em costumes e crenças antigas, algumas desaconselhadas pela ciência. Na dúvida, procure um médico."
1336,1572,"Na gravidez a pele fica mais bonita, mas também podem surgir manchas e estrias. Proteção solar e hidratação ajudam a manter a saúde e beleza da pele."
1379,1657,"Na hora da amamentação, é normal que você e o bebê não se acertem logo de cara. Tenha paciência e peça orientação e ajuda ainda na maternidade."
1344,1588,"Na maioria das vezes, a cesárea poderia ser substituída pelo parto normal. Há, porém, situações em que ela é realmente inevitável."
1167,1179,"Na maternidade o bebê precisa de 9 mudas de roupa completas, incluindo macacões, 3 pares de meias, 3 mantas e um pacote de fraldas"
1142,1092,"Nada de carregar o bebê no colo dentro do carro! Desde a saída da maternidade, o certo é usar a cadeirinha, instalada de costas para o motorista."
1300,1467,Não abuse do cercadinho: use apenas para situações de emergência. Ele reduz a estimulação do bebê e dificulta seu desenvolvimento.
1156,1148,Não dê a seu bebê remédio algum indicado por estranhos. Sempre consulte seu médico para evitar intoxicações graves.
1251,1375,"Não dê atenção aos partos apresentados na novela e nos filmes, com cenas dramáticas e gritos. Na vida real, o parto é bem mais tranquilo - mas não menos emocionante"
1148,1112,Não deixe baldes com água ao alcance do bebê. O risco de afogamento é alto.
1149,1116,Não deixe baldes com água ao alcance do bebê. O risco de afogamento é alto. Apenas 15 cm de água podem causar uma tragédia.
1141,1089,"Não deixe o bebê-conforto em locais altos como mesas, cadeiras ou cômoda. Os movimentos do bebê podem derrubá-lo, fique atenta!"
1400,1697,"Não deixe que a falta de dinheiro a impeça de se alimentar bem e fazer exames. Busque apoio do governo, família e amigos; é para o bem de seu bebê."
952,1541,"Não dificulte as iniciativas do bebê, mas não faça tudo por ele. Deixe-o experimentar e tentar, mesmo que erre. É assim que ele aprende."
1395,1687,Não é só a palmada que machuca. Gritar ou deixar o bebê sozinho “de castigo” podem ser atos ainda mais violentos e prejudiciais.
1042,688,Não espere o bebê nascer para falar sobre dinheiro com sua família. Converse sobre prioridades e planeje seus gastos e investimentos.
1143,1094,Não fure as bolhas das queimaduras. Bolhas furadas podem ser contaminadas por bactérias e pelo bacilo que causa tétano.
1143,1095,"Não passe nada nas queimaduras. Usar produtos caseiros como pomadas, pasta de dente, clara de ovo ou pó de café pode causar infecções."
1347,1593,Não tenha dúvidas: trabalho de parto que começa antes da 37ª semana é emergência e exige atendimento médico imediato.
1122,1013,"Não tenha plantas venenosas em casa. É muito perigoso, especialmente se houver bebês e crianças pequenas por perto. "
1244,1362,Não use lanchinhos fora de hora para compensar se ele não comeu bem. Ele irá comer mais na próxima refeição.
1153,1137,"Não use o andador! Criança no andador tem fácil acesso ao fogão e pode se queimar, além do risco de queda com machucados graves."
1035,648,"Não vá ao supermercado se estiver com fome; coma um lanche antes. A fome estimula compras por impulso, muitas vezes desnecessárias."
1281,1432,"Nas consultas ao pediatra, acompanhe a curva de crescimento de seu filho. Ela revela se o desenvolvimento dele está dentro do esperado."
1146,1105,"Nem prender, nem soltar demais. Busque o equilíbrio, para que seu bebê possa se desenvolver sem se expor a risco de acidentes."
1350,1599,Nem sempre mancha de sangue na calcinha tem origem vaginal ou uterina. Pode ser hemorroida. Fique tranquila e tire a dúvida com seu médico.
1350,1600,"Nem todo sangramento é sinal de problemas com a gravidez. Mas é sempre um bom motivo para procurar um médico, que lhe dirá o que fazer."
981,1511,"Nem tudo são flores após o parto. Busque apoio para lidar com ansiedade, dúvidas ou insegurança em relação ao futuro. "
1209,1290,"No ""plano de parto"" você dá a sua opinião sobre procedimentos do parto e suas escolhas. Por escrito ou conversando com o médico, você deve ser ouvida."
1137,1076,"No carro, o bebê deve sempre estar no banco de trás, na cadeirinha, com cinto de segurança ajustado e de costas para o painel"
1233,1339,"No fim do primeiro ano, depois de aproveitar a própria autonomia, o bebê vai grudar em você de novo. Essa recaída de dependência é normal."
1084,860,No primeiro ano de vida o cérebro dobra de tamanho. Um ambiente estimulante e afetivo favorece esse desenvolvimento. O benefício é para a vida inteira.
1243,1359,No verão dê bastante líquidos e só deixe o bebê pegar sol de manhã cedo ou no fim da tarde. Evite comidas pesadas e a desidratação.
985,447,"Num lugar seguro e limpinho, deixe o bebê brincar no chão! Essa liberdade é ótima para ajudar o bebê a descobrir o próprio corpo."
1220,1312,"Numa emergência, o soro caseiro pode salvar a vida de seu bebê: 1 litro de água filtrada, 2 colheres (sopa) de açúcar e 1 colher (chá) de sal ."
978,1520,Nunca dê remédios para seu bebê sem consultar o pediatra.
1138,1078,"Nunca deixe o bebê colocar objetos pequenos na boca. Se acontecer, distraia-o com um brinquedo e, com calma, tire o objeto da boca dele."
1152,1128,Nunca deixe o bebê trancado no carro. O excesso de calor pode matar em poucos minutos.
1401,1699,"Nunca diga para a criança que o remédio é um docinho, bala ou suco. Ensinar isso pode levar à obesidade ou ao abuso descontrolado de medicamentos."
1141,1088,"Nunca esqueça de afivelar o cinto de segurança do bebê-conforto, dentro ou fora do carro."
1078,824,"Nunca posicione a cômoda com o trocar perto de janelas, para evitar risco de quedas."
1280,1430,"O acesso de bebês a computador e jogos eletrônicos ainda é polêmico, mas os pediatras são unânimes em desaconselhar antes dos dois anos."
1224,1321,O aniversário de um ano é um bom momento para avaliar o desenvolvimento do bebê. Confira se está tudo correndo bem.
1244,1361,"O apetite do bebê pode variar durante o dia. Se ele ficou satisfeito e você acha que foi pouco, na refeição seguinte você pode oferecer um pouco mais. "
997,499,"O bebê adora ouvir sua voz! Converse com ele sempre: enquanto dá banho, troca de roupa, põe ele no berço... "
1289,1448,"O bebê aprendendo a falar troca palavras e comete erros. É uma gracinha de se ver, mas não o imite. Fale do jeito certo, é assim que ele aprende."
1254,1381,"O bebê chega mudando toda a família. É fundamental você procurar cultivar, nesse momento, relacionamentos positivos com irmãos, tios, avós e enteados."
978,1522,"O bebê deve mamar sentado ou reclinado em seu colo, nunca deitado."
1294,1459,"O bebê pode até achar que você é a única pessoa no mundo, mas a proximidade do pai vai fazer um grande bem ao desenvolvimento dele."
1225,1322,"O bebê pode resistir à ideia de deixar a mamadeira, mas já está na hora de tomar leite no copo."
1241,1355,"O controle da visão e da audição estimula a inteligência, que, por sua vez, melhora o controle da visão e da audição. Uma coisa ajuda a outra!"
1137,1071,O desenvolvimento do bebê é muito rápido. Logo ele estará engatinhando e mexendo em tudo. Coloque protetores nas tomadas e grades nas escadas.
1116,978,"O domínio do corpo, a linguagem e o desenvolvimento da personalidade estão ligados. Seu bebê está crescendo e já começa a expressar predileções.  "
1029,622,O feto é capaz de ouvir os batimentos cardíacos da mãe e reconhecer vozes desde a sexta semana de gestação.
1352,1603,O hipotiroidismo da gestante pode prejudicar o bebê. O exame da doença é um dos primeiros do pré-natal e o tratamento não tem contraindicações.
1208,1288,"O líquido que envolve o bebê é uma proteção permanente. Quando a bolsa se rompe, o nascimento precisa acontecer logo, fique atenta."
987,457,O momento da leitura deve ser agradável tanto para seu filho quanto para você. Divirtam-se! Vocês ficarão ainda mais unidos.
1195,1262,"O obstetra será seu parceiro durante todo o pré-natal, parto e pós-parto. Tem que ser alguém de sua confiança e que responda todas as suas perguntas."
1248,1369,O parto normal é mais seguro para você e para o bebê na grande maioria dos casos. Deixe bem claro ao seu médico que você não quer cesárea sem motivo.
1394,1685,O primeiro passo para adotar um filho é  procurar a Vara da Infância e da Juventude mais perto de casa.
971,1524,"O primeiro trimestre de gravidez é fundamental para a formação do cérebro do bebê. Não use fumo, álcool  e nem remédio sem prescrição médica."
1168,1182,O Senado aprovou a ampliação da licença-maternidade para 180 dias. E algumas empresas já estão concedendo esse período; confira no RH de sua empresa.
989,464,"Ofereça brinquedos adequados à etapa de desenvolvimento do bebê. Pode ser um objeto simples da sua casa: uma colher de pau, uma peneira..."
1116,977,Ofereça objetos e brinquedos que permitam ao bebê brincar explorando todas as possibilidades.
993,480,"Ofereça objetos seguros que você tem em casa para o bebê brincar. Permita que ele brinque sozinho e, em outros momentos, participe da brincadeira."
1339,1577,"Os famosos desejos não são bem explicados pela ciência, mas podem se manifestar de vez em quando. Curta seus desejos com  tranquilidade"
1139,1081,Os principais agressores de crianças de até 14 anos são os próprios pais. Cultive a paz em sua casa e denuncie maus-tratos pelo Disk 100.
1310,1483,"Os vegetais ficam ainda mais nutritivos para o bebê quando se toma alguns cuidados no preparo, limpando bem você retira possíveis agrotóxicos."
1115,973,"Para acalmar o bebê, segure-o suavemente e ofereça o contato físico de que ele necessita para se sentir amado e confiante."
1263,1398,"Para ser uma boa mãe, você não precisa ficar grudada o tempo todo no filho. Ter um tempo só para você vai fazer bem aos dois."
